w_bin,q2_bin,w,q2,xs_bosted,xs_keppel
83,4,2.67625e+00,2.57500e+00,1.65310e-03,2.34404e-03
84,4,2.69475e+00,2.57500e+00,1.52198e-03,2.26686e-03
85,4,2.71325e+00,2.57500e+00,1.39273e-03,2.18752e-03
86,4,2.73175e+00,2.57500e+00,1.26541e-03,2.10606e-03
87,4,2.75025e+00,2.57500e+00,1.14009e-03,2.02250e-03
88,4,2.76875e+00,2.57500e+00,1.01683e-03,1.93687e-03
89,4,2.78725e+00,2.57500e+00,8.95689e-04,1.84919e-03
90,4,2.80575e+00,2.57500e+00,7.76702e-04,1.75948e-03
91,4,2.82425e+00,2.57500e+00,6.59911e-04,1.66775e-03
92,4,2.84275e+00,2.57500e+00,5.45348e-04,1.57401e-03
93,4,2.86125e+00,2.57500e+00,4.33041e-04,1.47827e-03
94,4,2.87975e+00,2.57500e+00,3.23010e-04,1.38053e-03
95,4,2.89825e+00,2.57500e+00,2.15271e-04,1.28070e-03
96,4,2.91675e+00,2.57500e+00,0.00000e+00,0.00000e+00
97,4,2.93525e+00,2.57500e+00,0.00000e+00,0.00000e+00
98,4,2.95375e+00,2.57500e+00,0.00000e+00,0.00000e+00
99,4,2.97225e+00,2.57500e+00,0.00000e+00,0.00000e+00
100,4,2.99075e+00,2.57500e+00,0.00000e+00,0.00000e+00
1,5,1.15925e+00,2.82500e+00,1.77409e-03,3.16247e-04
2,5,1.17775e+00,2.82500e+00,2.72906e-03,4.73443e-04
3,5,1.19625e+00,2.82500e+00,3.65382e-03,6.72869e-04
4,5,1.21475e+00,2.82500e+00,4.07850e-03,8.33489e-04
5,5,1.23325e+00,2.82500e+00,3.90912e-03,8.65744e-04
6,5,1.25175e+00,2.82500e+00,3.52439e-03,8.13354e-04
7,5,1.27025e+00,2.82500e+00,3.22343e-03,7.57114e-04
8,5,1.28875e+00,2.82500e+00,3.08133e-03,7.25815e-04
9,5,1.30725e+00,2.82500e+00,3.06967e-03,7.19320e-04
10,5,1.32575e+00,2.82500e+00,3.13722e-03,7.31831e-04
11,5,1.34425e+00,2.82500e+00,3.24007e-03,7.58535e-04
12,5,1.36275e+00,2.82500e+00,3.35317e-03,7.96500e-04
13,5,1.38125e+00,2.82500e+00,3.47374e-03,8.44525e-04
14,5,1.39975e+00,2.82500e+00,3.61946e-03,9.03185e-04
15,5,1.41825e+00,2.82500e+00,3.82719e-03,9.75476e-04
16,5,1.43675e+00,2.82500e+00,4.15909e-03,1.06856e-03
17,5,1.45525e+00,2.82500e+00,4.71537e-03,1.19700e-03
18,5,1.47375e+00,2.82500e+00,5.59366e-03,1.38221e-03
19,5,1.49225e+00,2.82500e+00,6.51599e-03,1.60864e-03
20,5,1.51075e+00,2.82500e+00,6.54350e-03,1.71956e-03
21,5,1.52925e+00,2.82500e+00,5.78714e-03,1.64652e-03
22,5,1.54775e+00,2.82500e+00,5.14256e-03,1.55988e-03
23,5,1.56625e+00,2.82500e+00,4.80905e-03,1.52746e-03
24,5,1.58475e+00,2.82500e+00,4.70216e-03,1.53772e-03
25,5,1.60325e+00,2.82500e+00,4.75387e-03,1.57623e-03
26,5,1.62175e+00,2.82500e+00,4.94264e-03,1.63724e-03
27,5,1.64025e+00,2.82500e+00,5.27989e-03,1.72274e-03
28,5,1.65875e+00,2.82500e+00,5.77757e-03,1.84092e-03
29,5,1.67725e+00,2.82500e+00,6.33542e-03,1.99484e-03
30,5,1.69575e+00,2.82500e+00,6.57486e-03,2.13606e-03
31,5,1.71425e+00,2.82500e+00,6.27004e-03,2.16555e-03
32,5,1.73275e+00,2.82500e+00,5.80181e-03,2.11052e-03
33,5,1.75125e+00,2.82500e+00,5.46290e-03,2.06339e-03
34,5,1.76975e+00,2.82500e+00,5.26952e-03,2.04721e-03
35,5,1.78825e+00,2.82500e+00,5.17031e-03,2.05353e-03
36,5,1.80675e+00,2.82500e+00,5.12347e-03,2.07297e-03
37,5,1.82525e+00,2.82500e+00,5.10237e-03,2.09962e-03
38,5,1.84375e+00,2.82500e+00,5.09016e-03,2.13005e-03
39,5,1.86225e+00,2.82500e+00,5.07588e-03,2.16227e-03
40,5,1.88075e+00,2.82500e+00,5.05251e-03,2.19506e-03
41,5,1.89925e+00,2.82500e+00,5.01618e-03,2.22763e-03
42,5,1.91775e+00,2.82500e+00,4.96571e-03,2.25948e-03
43,5,1.93625e+00,2.82500e+00,4.90209e-03,2.29023e-03
44,5,1.95475e+00,2.82500e+00,4.82772e-03,2.31963e-03
45,5,1.97325e+00,2.82500e+00,4.74560e-03,2.34749e-03
46,5,1.99175e+00,2.82500e+00,4.65861e-03,2.37366e-03
47,5,2.01025e+00,2.82500e+00,4.56907e-03,2.39803e-03
48,5,2.02875e+00,2.82500e+00,4.47859e-03,2.42051e-03
49,5,2.04725e+00,2.82500e+00,4.38812e-03,2.44102e-03
50,5,2.06575e+00,2.82500e+00,4.29807e-03,2.45952e-03
51,5,2.08425e+00,2.82500e+00,4.20851e-03,2.47594e-03
52,5,2.10275e+00,2.82500e+00,4.11928e-03,2.49025e-03
53,5,2.12125e+00,2.82500e+00,4.03013e-03,2.50243e-03
54,5,2.13975e+00,2.82500e+00,3.94077e-03,2.51245e-03
55,5,2.15825e+00,2.82500e+00,3.85093e-03,2.52031e-03
56,5,2.17675e+00,2.82500e+00,3.76038e-03,2.52597e-03
57,5,2.19525e+00,2.82500e+00,3.66892e-03,2.52944e-03
58,5,2.21375e+00,2.82500e+00,3.57642e-03,2.53073e-03
59,5,2.23225e+00,2.82500e+00,3.48280e-03,2.52982e-03
60,5,2.25075e+00,2.82500e+00,3.38801e-03,2.52672e-03
61,5,2.26925e+00,2.82500e+00,3.29203e-03,2.52145e-03
62,5,2.28775e+00,2.82500e+00,3.19490e-03,2.51401e-03
63,5,2.30625e+00,2.82500e+00,3.09666e-03,2.50443e-03
64,5,2.32475e+00,2.82500e+00,2.99739e-03,2.49271e-03
65,5,2.34325e+00,2.82500e+00,2.89716e-03,2.47887e-03
66,5,2.36175e+00,2.82500e+00,2.79608e-03,2.46294e-03
67,5,2.38025e+00,2.82500e+00,2.69426e-03,2.44494e-03
68,5,2.39875e+00,2.82500e+00,2.59181e-03,2.42488e-03
69,5,2.41725e+00,2.82500e+00,2.48886e-03,2.40280e-03
70,5,2.43575e+00,2.82500e+00,2.38552e-03,2.37872e-03
71,5,2.45425e+00,2.82500e+00,2.28192e-03,2.35267e-03
72,5,2.47275e+00,2.82500e+00,2.17818e-03,2.32467e-03
73,5,2.49125e+00,2.82500e+00,2.07442e-03,2.29475e-03
74,5,2.50975e+00,2.82500e+00,1.97076e-03,2.26294e-03
75,5,2.52825e+00,2.82500e+00,1.86733e-03,2.22927e-03
76,5,2.54675e+00,2.82500e+00,1.76422e-03,2.19377e-03
77,5,2.56525e+00,2.82500e+00,1.66154e-03,2.15646e-03
78,5,2.58375e+00,2.82500e+00,1.55941e-03,2.11737e-03
79,5,2.60225e+00,2.82500e+00,1.45791e-03,2.07653e-03
80,5,2.62075e+00,2.82500e+00,1.35714e-03,2.03396e-03
81,5,2.63925e+00,2.82500e+00,1.25719e-03,1.98969e-03
82,5,2.65775e+00,2.82500e+00,1.15813e-03,1.94374e-03
83,5,2.67625e+00,2.82500e+00,1.06005e-03,1.89613e-03
84,5,2.69475e+00,2.82500e+00,9.63010e-04,1.84690e-03
85,5,2.71325e+00,2.82500e+00,8.67079e-04,1.79605e-03
86,5,2.73175e+00,2.82500e+00,7.72317e-04,1.74360e-03
87,5,2.75025e+00,2.82500e+00,6.78779e-04,1.68957e-03
88,5,2.76875e+00,2.82500e+00,5.86512e-04,1.63398e-03
89,5,2.78725e+00,2.82500e+00,4.95561e-04,1.57684e-03
90,5,2.80575e+00,2.82500e+00,4.05966e-04,1.51816e-03
91,5,2.82425e+00,2.82500e+00,3.17761e-04,1.45794e-03
92,5,2.84275e+00,2.82500e+00,2.30975e-04,1.39618e-03
93,5,2.86125e+00,2.82500e+00,0.00000e+00,0.00000e+00
94,5,2.87975e+00,2.82500e+00,0.00000e+00,0.00000e+00
95,5,2.89825e+00,2.82500e+00,0.00000e+00,0.00000e+00
96,5,2.91675e+00,2.82500e+00,0.00000e+00,0.00000e+00
97,5,2.93525e+00,2.82500e+00,0.00000e+00,0.00000e+00
98,5,2.95375e+00,2.82500e+00,0.00000e+00,0.00000e+00
99,5,2.97225e+00,2.82500e+00,0.00000e+00,0.00000e+00
100,5,2.99075e+00,2.82500e+00,0.00000e+00,0.00000e+00
1,6,1.15925e+00,3.07500e+00,1.10825e-03,2.06381e-04
2,6,1.17775e+00,3.07500e+00,1.70399e-03,3.05185e-04
3,6,1.19625e+00,3.07500e+00,2.28200e-03,4.30018e-04
4,6,1.21475e+00,3.07500e+00,2.55172e-03,5.31602e-04
5,6,1.23325e+00,3.07500e+00,2.45562e-03,5.55253e-04
6,6,1.25175e+00,3.07500e+00,2.22830e-03,5.27431e-04
7,6,1.27025e+00,3.07500e+00,2.05461e-03,4.97370e-04
8,6,1.28875e+00,3.07500e+00,1.98057e-03,4.82679e-04
9,6,1.30725e+00,3.07500e+00,1.98790e-03,4.83321e-04
10,6,1.32575e+00,3.07500e+00,2.04401e-03,4.95789e-04
11,6,1.34425e+00,3.07500e+00,2.12089e-03,5.17183e-04
12,6,1.36275e+00,3.07500e+00,2.20268e-03,5.45763e-04
13,6,1.38125e+00,3.07500e+00,2.28793e-03,5.80874e-04
14,6,1.39975e+00,3.07500e+00,2.38853e-03,6.22998e-04
15,6,1.41825e+00,3.07500e+00,2.52880e-03,6.74221e-04
16,6,1.43675e+00,3.07500e+00,2.74945e-03,7.39413e-04
17,6,1.45525e+00,3.07500e+00,3.11591e-03,8.28417e-04
18,6,1.47375e+00,3.07500e+00,3.69186e-03,9.55706e-04
19,6,1.49225e+00,3.07500e+00,4.29685e-03,1.11098e-03
20,6,1.51075e+00,3.07500e+00,4.32004e-03,1.18878e-03
21,6,1.52925e+00,3.07500e+00,3.83369e-03,1.14261e-03
22,6,1.54775e+00,3.07500e+00,3.42037e-03,1.08710e-03
23,6,1.56625e+00,3.07500e+00,3.20948e-03,1.06809e-03
24,6,1.58475e+00,3.07500e+00,3.14610e-03,1.07784e-03
25,6,1.60325e+00,3.07500e+00,3.18608e-03,1.10659e-03
26,6,1.62175e+00,3.07500e+00,3.31568e-03,1.15038e-03
27,6,1.64025e+00,3.07500e+00,3.54315e-03,1.21040e-03
28,6,1.65875e+00,3.07500e+00,3.87775e-03,1.29212e-03
29,6,1.67725e+00,3.07500e+00,4.25400e-03,1.39876e-03
30,6,1.69575e+00,3.07500e+00,4.41977e-03,1.50162e-03
31,6,1.71425e+00,3.07500e+00,4.22394e-03,1.53218e-03
32,6,1.73275e+00,3.07500e+00,3.91884e-03,1.50004e-03
33,6,1.75125e+00,3.07500e+00,3.69876e-03,1.46992e-03
34,6,1.76975e+00,3.07500e+00,3.57468e-03,1.46092e-03
35,6,1.78825e+00,3.07500e+00,3.51270e-03,1.46789e-03
36,6,1.80675e+00,3.07500e+00,3.48524e-03,1.48427e-03
37,6,1.82525e+00,3.07500e+00,3.47471e-03,1.50587e-03
38,6,1.84375e+00,3.07500e+00,3.47002e-03,1.53026e-03
39,6,1.86225e+00,3.07500e+00,3.46397e-03,1.55602e-03
40,6,1.88075e+00,3.07500e+00,3.45195e-03,1.58228e-03
41,6,1.89925e+00,3.07500e+00,3.43141e-03,1.60849e-03
42,6,1.91775e+00,3.07500e+00,3.40152e-03,1.63428e-03
43,6,1.93625e+00,3.07500e+00,3.36288e-03,1.65940e-03
44,6,1.95475e+00,3.07500e+00,3.31698e-03,1.68365e-03
45,6,1.97325e+00,3.07500e+00,3.26572e-03,1.70691e-03
46,6,1.99175e+00,3.07500e+00,3.21091e-03,1.72906e-03
47,6,2.01025e+00,3.07500e+00,3.15401e-03,1.75002e-03
48,6,2.02875e+00,3.07500e+00,3.09605e-03,1.76972e-03
49,6,2.04725e+00,3.07500e+00,3.03762e-03,1.78812e-03
50,6,2.06575e+00,3.07500e+00,2.97898e-03,1.80515e-03
51,6,2.08425e+00,3.07500e+00,2.92017e-03,1.82079e-03
52,6,2.10275e+00,3.07500e+00,2.86109e-03,1.83501e-03
53,6,2.12125e+00,3.07500e+00,2.80159e-03,1.84777e-03
54,6,2.13975e+00,3.07500e+00,2.74148e-03,1.85907e-03
55,6,2.15825e+00,3.07500e+00,2.68060e-03,1.86888e-03
56,6,2.17675e+00,3.07500e+00,2.61881e-03,1.87719e-03
57,6,2.19525e+00,3.07500e+00,2.55599e-03,1.88400e-03
58,6,2.21375e+00,3.07500e+00,2.49207e-03,1.88929e-03
59,6,2.23225e+00,3.07500e+00,2.42700e-03,1.89306e-03
60,6,2.25075e+00,3.07500e+00,2.36077e-03,1.89531e-03
61,6,2.26925e+00,3.07500e+00,2.29338e-03,1.89605e-03
62,6,2.28775e+00,3.07500e+00,2.22486e-03,1.89528e-03
63,6,2.30625e+00,3.07500e+00,2.15525e-03,1.89300e-03
64,6,2.32475e+00,3.07500e+00,2.08463e-03,1.88922e-03
65,6,2.34325e+00,3.07500e+00,2.01304e-03,1.88394e-03
66,6,2.36175e+00,3.07500e+00,1.94058e-03,1.87719e-03
67,6,2.38025e+00,3.07500e+00,1.86732e-03,1.86897e-03
68,6,2.39875e+00,3.07500e+00,1.79336e-03,1.85929e-03
69,6,2.41725e+00,3.07500e+00,1.71879e-03,1.84816e-03
70,6,2.43575e+00,3.07500e+00,1.64370e-03,1.83561e-03
71,6,2.45425e+00,3.07500e+00,1.56819e-03,1.82164e-03
72,6,2.47275e+00,3.07500e+00,1.49234e-03,1.80627e-03
73,6,2.49125e+00,3.07500e+00,1.41625e-03,1.78952e-03
74,6,2.50975e+00,3.07500e+00,1.34002e-03,1.77140e-03
75,6,2.52825e+00,3.07500e+00,1.26372e-03,1.75193e-03
76,6,2.54675e+00,3.07500e+00,1.18745e-03,1.73113e-03
77,6,2.56525e+00,3.07500e+00,1.11129e-03,1.70901e-03
78,6,2.58375e+00,3.07500e+00,1.03531e-03,1.68559e-03
79,6,2.60225e+00,3.07500e+00,9.59599e-04,1.66089e-03
80,6,2.62075e+00,3.07500e+00,8.84218e-04,1.63491e-03
81,6,2.63925e+00,3.07500e+00,8.09238e-04,1.60769e-03
82,6,2.65775e+00,3.07500e+00,7.34722e-04,1.57922e-03
83,6,2.67625e+00,3.07500e+00,6.60731e-04,1.54953e-03
84,6,2.69475e+00,3.07500e+00,5.87320e-04,1.51862e-03
85,6,2.71325e+00,3.07500e+00,5.14541e-04,1.48651e-03
86,6,2.73175e+00,3.07500e+00,4.42442e-04,1.45322e-03
87,6,2.75025e+00,3.07500e+00,3.71066e-04,1.41874e-03
88,6,2.76875e+00,3.07500e+00,3.00455e-04,1.38309e-03
89,6,2.78725e+00,3.07500e+00,2.30643e-04,1.34628e-03
90,6,2.80575e+00,3.07500e+00,0.00000e+00,0.00000e+00
91,6,2.82425e+00,3.07500e+00,0.00000e+00,0.00000e+00
92,6,2.84275e+00,3.07500e+00,0.00000e+00,0.00000e+00
93,6,2.86125e+00,3.07500e+00,0.00000e+00,0.00000e+00
94,6,2.87975e+00,3.07500e+00,0.00000e+00,0.00000e+00
95,6,2.89825e+00,3.07500e+00,0.00000e+00,0.00000e+00
96,6,2.91675e+00,3.07500e+00,0.00000e+00,0.00000e+00
97,6,2.93525e+00,3.07500e+00,0.00000e+00,0.00000e+00
98,6,2.95375e+00,3.07500e+00,0.00000e+00,0.00000e+00
99,6,2.97225e+00,3.07500e+00,0.00000e+00,0.00000e+00
100,6,2.99075e+00,3.07500e+00,0.00000e+00,0.00000e+00
1,7,1.15925e+00,3.32500e+00,7.09755e-04,1.38047e-04
2,7,1.17775e+00,3.32500e+00,1.09068e-03,2.01686e-04
3,7,1.19625e+00,3.32500e+00,1.46092e-03,2.81729e-04
4,7,1.21475e+00,3.32500e+00,1.63628e-03,3.47552e-04
5,7,1.23325e+00,3.32500e+00,1.58071e-03,3.65032e-04
6,7,1.25175e+00,3.32500e+00,1.44325e-03,3.50540e-04
7,7,1.27025e+00,3.32500e+00,1.34097e-03,3.34746e-04
8,7,1.28875e+00,3.32500e+00,1.30278e-03,3.28653e-04
9,7,1.30725e+00,3.32500e+00,1.31661e-03,3.32266e-04
10,7,1.32575e+00,3.32500e+00,1.36119e-03,3.43424e-04
11,7,1.34425e+00,3.32500e+00,1.41822e-03,3.60338e-04
12,7,1.36275e+00,3.32500e+00,1.47738e-03,3.81958e-04
13,7,1.38125e+00,3.32500e+00,1.53792e-03,4.07930e-04
14,7,1.39975e+00,3.32500e+00,1.60793e-03,4.38651e-04
15,7,1.41825e+00,3.32500e+00,1.70374e-03,4.75603e-04
16,7,1.43675e+00,3.32500e+00,1.85246e-03,5.22176e-04
17,7,1.45525e+00,3.32500e+00,2.09751e-03,5.85184e-04
18,7,1.47375e+00,3.32500e+00,2.48105e-03,6.74654e-04
19,7,1.49225e+00,3.32500e+00,2.88393e-03,7.83582e-04
20,7,1.51075e+00,3.32500e+00,2.90238e-03,8.39256e-04
21,7,1.52925e+00,3.32500e+00,2.58444e-03,8.09360e-04
22,7,1.54775e+00,3.32500e+00,2.31507e-03,7.72910e-04
23,7,1.56625e+00,3.32500e+00,2.17959e-03,7.61630e-04
24,7,1.58475e+00,3.32500e+00,2.14170e-03,7.70214e-04
25,7,1.60325e+00,3.32500e+00,2.17229e-03,7.91907e-04
26,7,1.62175e+00,3.32500e+00,2.26247e-03,8.23909e-04
27,7,1.64025e+00,3.32500e+00,2.41823e-03,8.66937e-04
28,7,1.65875e+00,3.32500e+00,2.64661e-03,9.24716e-04
29,7,1.67725e+00,3.32500e+00,2.90409e-03,1.00013e-03
30,7,1.69575e+00,3.32500e+00,3.02001e-03,1.07605e-03
31,7,1.71425e+00,3.32500e+00,2.89178e-03,1.10465e-03
32,7,1.73275e+00,3.32500e+00,2.68938e-03,1.08621e-03
33,7,1.75125e+00,3.32500e+00,2.54386e-03,1.06660e-03
34,7,1.76975e+00,3.32500e+00,2.46274e-03,1.06167e-03
35,7,1.78825e+00,3.32500e+00,2.42326e-03,1.06832e-03
36,7,1.80675e+00,3.32500e+00,2.40689e-03,1.08189e-03
37,7,1.82525e+00,3.32500e+00,2.40184e-03,1.09935e-03
38,7,1.84375e+00,3.32500e+00,2.40069e-03,1.11892e-03
39,7,1.86225e+00,3.32500e+00,2.39862e-03,1.13956e-03
40,7,1.88075e+00,3.32500e+00,2.39257e-03,1.16065e-03
41,7,1.89925e+00,3.32500e+00,2.38082e-03,1.18179e-03
42,7,1.91775e+00,3.32500e+00,2.36279e-03,1.20271e-03
43,7,1.93625e+00,3.32500e+00,2.33884e-03,1.22322e-03
44,7,1.95475e+00,3.32500e+00,2.30991e-03,1.24319e-03
45,7,1.97325e+00,3.32500e+00,2.27721e-03,1.26252e-03
46,7,1.99175e+00,3.32500e+00,2.24189e-03,1.28113e-03
47,7,2.01025e+00,3.32500e+00,2.20491e-03,1.29895e-03
48,7,2.02875e+00,3.32500e+00,2.16690e-03,1.31594e-03
49,7,2.04725e+00,3.32500e+00,2.12824e-03,1.33205e-03
50,7,2.06575e+00,3.32500e+00,2.08910e-03,1.34726e-03
51,7,2.08425e+00,3.32500e+00,2.04950e-03,1.36152e-03
52,7,2.10275e+00,3.32500e+00,2.00938e-03,1.37481e-03
53,7,2.12125e+00,3.32500e+00,1.96864e-03,1.38712e-03
54,7,2.13975e+00,3.32500e+00,1.92717e-03,1.39842e-03
55,7,2.15825e+00,3.32500e+00,1.88485e-03,1.40871e-03
56,7,2.17675e+00,3.32500e+00,1.84160e-03,1.41797e-03
57,7,2.19525e+00,3.32500e+00,1.79735e-03,1.42619e-03
58,7,2.21375e+00,3.32500e+00,1.75207e-03,1.43336e-03
59,7,2.23225e+00,3.32500e+00,1.70573e-03,1.43947e-03
60,7,2.25075e+00,3.32500e+00,1.65832e-03,1.44453e-03
61,7,2.26925e+00,3.32500e+00,1.60986e-03,1.44854e-03
62,7,2.28775e+00,3.32500e+00,1.56037e-03,1.45148e-03
63,7,2.30625e+00,3.32500e+00,1.50989e-03,1.45337e-03
64,7,2.32475e+00,3.32500e+00,1.45847e-03,1.45420e-03
65,7,2.34325e+00,3.32500e+00,1.40617e-03,1.45398e-03
66,7,2.36175e+00,3.32500e+00,1.35304e-03,1.45271e-03
67,7,2.38025e+00,3.32500e+00,1.29915e-03,1.45039e-03
68,7,2.39875e+00,3.32500e+00,1.24457e-03,1.44705e-03
69,7,2.41725e+00,3.32500e+00,1.18936e-03,1.44267e-03
70,7,2.43575e+00,3.32500e+00,1.13360e-03,1.43727e-03
71,7,2.45425e+00,3.32500e+00,1.07736e-03,1.43086e-03
72,7,2.47275e+00,3.32500e+00,1.02071e-03,1.42344e-03
73,7,2.49125e+00,3.32500e+00,9.63719e-04,1.41503e-03
74,7,2.50975e+00,3.32500e+00,9.06454e-04,1.40563e-03
75,7,2.52825e+00,3.32500e+00,8.48983e-04,1.39525e-03
76,7,2.54675e+00,3.32500e+00,7.91372e-04,1.38391e-03
77,7,2.56525e+00,3.32500e+00,7.33683e-04,1.37161e-03
78,7,2.58375e+00,3.32500e+00,6.75976e-04,1.35837e-03
79,7,2.60225e+00,3.32500e+00,6.18310e-04,1.34418e-03
80,7,2.62075e+00,3.32500e+00,5.60739e-04,1.32907e-03
81,7,2.63925e+00,3.32500e+00,5.03316e-04,1.31304e-03
82,7,2.65775e+00,3.32500e+00,4.46089e-04,1.29609e-03
83,7,2.67625e+00,3.32500e+00,3.89106e-04,1.27825e-03
84,7,2.69475e+00,3.32500e+00,3.32409e-04,1.25951e-03
85,7,2.71325e+00,3.32500e+00,2.76040e-04,1.23989e-03
86,7,2.73175e+00,3.32500e+00,2.20036e-04,1.21939e-03
87,7,2.75025e+00,3.32500e+00,1.64431e-04,1.19804e-03
88,7,2.76875e+00,3.32500e+00,0.00000e+00,0.00000e+00
89,7,2.78725e+00,3.32500e+00,0.00000e+00,0.00000e+00
90,7,2.80575e+00,3.32500e+00,0.00000e+00,0.00000e+00
91,7,2.82425e+00,3.32500e+00,0.00000e+00,0.00000e+00
92,7,2.84275e+00,3.32500e+00,0.00000e+00,0.00000e+00
93,7,2.86125e+00,3.32500e+00,0.00000e+00,0.00000e+00
94,7,2.87975e+00,3.32500e+00,0.00000e+00,0.00000e+00
95,7,2.89825e+00,3.32500e+00,0.00000e+00,0.00000e+00
96,7,2.91675e+00,3.32500e+00,0.00000e+00,0.00000e+00
97,7,2.93525e+00,3.32500e+00,0.00000e+00,0.00000e+00
98,7,2.95375e+00,3.32500e+00,0.00000e+00,0.00000e+00
99,7,2.97225e+00,3.32500e+00,0.00000e+00,0.00000e+00
100,7,2.99075e+00,3.32500e+00,0.00000e+00,0.00000e+00
1,8,1.15925e+00,3.57500e+00,4.64271e-04,9.43531e-05
2,8,1.17775e+00,3.57500e+00,7.13016e-04,1.36230e-04
3,8,1.19625e+00,3.57500e+00,9.55156e-04,1.88650e-04
4,8,1.21475e+00,3.57500e+00,1.07145e-03,2.32217e-04
5,8,1.23325e+00,3.57500e+00,1.03888e-03,2.45247e-04
6,8,1.25175e+00,3.57500e+00,9.54162e-04,2.38062e-04
7,8,1.27025e+00,3.57500e+00,8.93021e-04,2.30125e-04
8,8,1.28875e+00,3.57500e+00,8.73965e-04,2.28442e-04
9,8,1.30725e+00,3.57500e+00,8.88861e-04,2.33033e-04
10,8,1.32575e+00,3.57500e+00,9.23533e-04,2.42540e-04
11,8,1.34425e+00,3.57500e+00,9.65761e-04,2.55846e-04
12,8,1.36275e+00,3.57500e+00,1.00868e-03,2.72306e-04
13,8,1.38125e+00,3.57500e+00,1.05191e-03,2.91735e-04
14,8,1.39975e+00,3.57500e+00,1.10104e-03,3.14457e-04
15,8,1.41825e+00,3.57500e+00,1.16716e-03,3.41542e-04
16,8,1.43675e+00,3.57500e+00,1.26862e-03,3.75402e-04
17,8,1.45525e+00,3.57500e+00,1.43462e-03,4.20853e-04
18,8,1.47375e+00,3.57500e+00,1.69344e-03,4.84993e-04
19,8,1.49225e+00,3.57500e+00,1.96527e-03,5.62951e-04
20,8,1.51075e+00,3.57500e+00,1.97952e-03,6.03512e-04
21,8,1.52925e+00,3.57500e+00,1.76869e-03,5.83728e-04
22,8,1.54775e+00,3.57500e+00,1.59067e-03,5.59258e-04
23,8,1.56625e+00,3.57500e+00,1.50245e-03,5.52530e-04
24,8,1.58475e+00,3.57500e+00,1.47970e-03,5.59825e-04
25,8,1.60325e+00,3.57500e+00,1.50295e-03,5.76362e-04
26,8,1.62175e+00,3.57500e+00,1.56638e-03,6.00126e-04
27,8,1.64025e+00,3.57500e+00,1.67433e-03,6.31545e-04
28,8,1.65875e+00,3.57500e+00,1.83212e-03,6.73199e-04
29,8,1.67725e+00,3.57500e+00,2.01035e-03,7.27521e-04
30,8,1.69575e+00,3.57500e+00,2.09207e-03,7.84242e-04
31,8,1.71425e+00,3.57500e+00,2.00681e-03,8.09728e-04
32,8,1.73275e+00,3.57500e+00,1.87062e-03,7.99627e-04
33,8,1.75125e+00,3.57500e+00,1.77303e-03,7.86677e-04
34,8,1.76975e+00,3.57500e+00,1.71920e-03,7.84067e-04
35,8,1.78825e+00,3.57500e+00,1.69365e-03,7.90035e-04
36,8,1.80675e+00,3.57500e+00,1.68378e-03,8.01203e-04
37,8,1.82525e+00,3.57500e+00,1.68156e-03,8.15321e-04
38,8,1.84375e+00,3.57500e+00,1.68196e-03,8.31075e-04
39,8,1.86225e+00,3.57500e+00,1.68172e-03,8.47691e-04
40,8,1.88075e+00,3.57500e+00,1.67876e-03,8.64709e-04
41,8,1.89925e+00,3.57500e+00,1.67192e-03,8.81828e-04
42,8,1.91775e+00,3.57500e+00,1.66079e-03,8.98855e-04
43,8,1.93625e+00,3.57500e+00,1.64558e-03,9.15651e-04
44,8,1.95475e+00,3.57500e+00,1.62691e-03,9.32114e-04
45,8,1.97325e+00,3.57500e+00,1.60553e-03,9.48171e-04
46,8,1.99175e+00,3.57500e+00,1.58221e-03,9.63766e-04
47,8,2.01025e+00,3.57500e+00,1.55756e-03,9.78848e-04
48,8,2.02875e+00,3.57500e+00,1.53199e-03,9.93379e-04
49,8,2.04725e+00,3.57500e+00,1.50575e-03,1.00733e-03
50,8,2.06575e+00,3.57500e+00,1.47893e-03,1.02067e-03
51,8,2.08425e+00,3.57500e+00,1.45156e-03,1.03338e-03
52,8,2.10275e+00,3.57500e+00,1.42359e-03,1.04543e-03
53,8,2.12125e+00,3.57500e+00,1.39496e-03,1.05682e-03
54,8,2.13975e+00,3.57500e+00,1.36558e-03,1.06752e-03
55,8,2.15825e+00,3.57500e+00,1.33540e-03,1.07753e-03
56,8,2.17675e+00,3.57500e+00,1.30435e-03,1.08683e-03
57,8,2.19525e+00,3.57500e+00,1.27241e-03,1.09541e-03
58,8,2.21375e+00,3.57500e+00,1.23953e-03,1.10327e-03
59,8,2.23225e+00,3.57500e+00,1.20572e-03,1.11040e-03
60,8,2.25075e+00,3.57500e+00,1.17097e-03,1.11680e-03
61,8,2.26925e+00,3.57500e+00,1.13530e-03,1.12246e-03
62,8,2.28775e+00,3.57500e+00,1.09873e-03,1.12738e-03
63,8,2.30625e+00,3.57500e+00,1.06129e-03,1.13156e-03
64,8,2.32475e+00,3.57500e+00,1.02301e-03,1.13500e-03
65,8,2.34325e+00,3.57500e+00,9.83951e-04,1.13770e-03
66,8,2.36175e+00,3.57500e+00,9.44145e-04,1.13966e-03
67,8,2.38025e+00,3.57500e+00,9.03644e-04,1.14089e-03
68,8,2.39875e+00,3.57500e+00,8.62500e-04,1.14138e-03
69,8,2.41725e+00,3.57500e+00,8.20765e-04,1.14113e-03
70,8,2.43575e+00,3.57500e+00,7.78493e-04,1.14017e-03
